    INFO: 2026-08-12 00:22:23,077:               log.py:   20: Logging to C:\Users\GUEST USER\Documents\spintronics\mdpdf.log
   DEBUG: 2026-08-12 00:22:25,462:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,462:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,463:      pdf_renderer.py:  470: printSegment: 1 × 500 Ω
   DEBUG: 2026-08-12 00:22:25,464:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,465:      pdf_renderer.py:  470: printSegment: 4 × Chain
   DEBUG: 2026-08-12 00:22:25,466:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,466:      pdf_renderer.py:  470: printSegment: 1 × Switch
   DEBUG: 2026-08-12 00:22:25,467:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,468:      pdf_renderer.py:  470: printSegment: 1 × Capacitor (0.001 F)
   DEBUG: 2026-08-12 00:22:25,468:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,469:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:25,471:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:25,472:      pdf_renderer.py:  470: printSegment: CHALLENGE 40: SLOW RISE, SLOW FALL
   DEBUG: 2026-08-12 00:22:25,474:      pdf_renderer.py:  470: printSegment: BUILD A CIRCUIT THAT BEHAVES IN THE FOLLOWING WAY:
   DEBUG: 2026-08-12 00:22:25,476:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,478:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/xVHtgfA.png" alt="Image" width="50%"
   DEBUG: 2026-08-12 00:22:25,478:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:25,479:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:25,487:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,496:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//424d27fb-5674-47af-9ce4-1d688d8e0a85/markdown_3/imgs/img_in_image_box_239_835_713_1556.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A39Z%2F-1%2F%2Fd9d234d3df4c9c962b8c36f030276e38dba982b3ad5791a4057b01e7aa6d7684" alt="Image" width="38%" /></div>
   DEBUG: 2026-08-12 00:22:25,497:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,498:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,498:      pdf_renderer.py:  470: printSegment: 1 × 500 Ω
   DEBUG: 2026-08-12 00:22:25,499:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,500:      pdf_renderer.py:  470: printSegment: 5 × Chain
   DEBUG: 2026-08-12 00:22:25,501:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,502:      pdf_renderer.py:  470: printSegment: 1 × 200 Ω
   DEBUG: 2026-08-12 00:22:25,503:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,504:      pdf_renderer.py:  470: printSegment: 1 × Capacitor (0.001 F)
   DEBUG: 2026-08-12 00:22:25,505:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,506:      pdf_renderer.py:  470: printSegment: 1 × Switch
   DEBUG: 2026-08-12 00:22:25,506:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,507:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:25,508:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:25,509:      pdf_renderer.py:  470: printSegment: CHALLENGE 41: CAPACITOR BACKUP
   DEBUG: 2026-08-12 00:22:25,512:      pdf_renderer.py:  470: printSegment: BUILD A CIRCUIT THAT CONTINUES TURNING A1 EVEN WHEN THE POWER IS SHUT OFF FOR A
   DEBUG: 2026-08-12 00:22:25,513:      pdf_renderer.py:  470: printSegment: SHORT WHILE BY S1.
   DEBUG: 2026-08-12 00:22:25,516:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,518:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/KpSdG60.png" alt="Image" width="50%"
   DEBUG: 2026-08-12 00:22:25,519:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:25,520:      pdf_renderer.py:  470: printSegment: I need the power to 
   DEBUG: 2026-08-12 00:22:25,521:      pdf_renderer.py:  470: printSegment: keep running
   DEBUG: 2026-08-12 00:22:25,522:      pdf_renderer.py:  470: printSegment:  even when the battery power 
   DEBUG: 2026-08-12 00:22:25,523:      pdf_renderer.py:  470: printSegment: goes out
   DEBUG: 2026-08-12 00:22:25,524:      pdf_renderer.py:  470: printSegment:  for a little while. This ought to help.
   DEBUG: 2026-08-12 00:22:25,524:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:25,527:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,528:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/UsqOu7D.png" alt="Image" width="58%"
   DEBUG: 2026-08-12 00:22:25,529:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:25,530:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,530:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,531:      pdf_renderer.py:  470: printSegment: 3 × Chain
   DEBUG: 2026-08-12 00:22:25,532:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,534:      pdf_renderer.py:  470: printSegment: 1 × Capacitor (0.001 F)
   DEBUG: 2026-08-12 00:22:25,534:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,535:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:25,536:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:25,537:      pdf_renderer.py:  470: printSegment: Tutorial 12: Voltage
   DEBUG: 2026-08-12 00:22:25,539:      pdf_renderer.py:  470: printSegment: Voltage is a measure of how hard the chain pulls on a part in the circuit. Voltage is measured in 
   DEBUG: 2026-08-12 00:22:25,539:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:25,540:      pdf_renderer.py:  470: printSegment: spin volts
   DEBUG: 2026-08-12 00:22:25,541:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:25,542:      pdf_renderer.py:  470: printSegment: , or 
   DEBUG: 2026-08-12 00:22:25,542:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:25,543:      pdf_renderer.py:  470: printSegment: V
   DEBUG: 2026-08-12 00:22:25,544:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:25,552:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-08-12 00:22:25,555:      pdf_renderer.py:  470: printSegment: Spintronic capacitors can be used to measure the voltage. In the picture below, a sprocket pushes on the capacitor
   DEBUG: 2026-08-12 00:22:25,556:      pdf_renderer.py:  470: printSegment: with +6 V.
   DEBUG: 2026-08-12 00:22:25,559:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,560:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/i67pD3d.png" alt="Image" width="47%"
   DEBUG: 2026-08-12 00:22:25,561:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:25,562:      pdf_renderer.py:  470: printSegment: And here, the sprocket doesn
   DEBUG: 2026-08-12 00:22:25,563:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,564:      pdf_renderer.py:  470: printSegment: t push at all. The spintronic capacitor shows 0 V.
   DEBUG: 2026-08-12 00:22:25,573:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,581:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//4e2ca0ba-c8a5-4bbd-bb8f-6c9815271f93/markdown_1/imgs/img_in_image_box_240_724_818_896.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2F95008eb71a67bc776e9104f01d4c6917fcf54320171a008ed3dcc9b426d66432" alt="Image" width="47%" /></div>
   DEBUG: 2026-08-12 00:22:25,584:      pdf_renderer.py:  470: printSegment: When parts are pushed in a counterclockwise direction, they feel a negative voltage. Here, the sprocket pushes with
   DEBUG: 2026-08-12 00:22:25,585:      pdf_renderer.py:  470: printSegment: -6 V.
   DEBUG: 2026-08-12 00:22:25,593:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,602:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//4e2ca0ba-c8a5-4bbd-bb8f-6c9815271f93/markdown_1/imgs/img_in_image_box_333_1026_818_1194.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2Fc3085161a35ab3d460dccd96e58ace97ae16a343cb59d1349a58d093e279c94a" alt="Image" width="39%" /></div>
   DEBUG: 2026-08-12 00:22:25,614:      pdf_renderer.py:  470: printSegment: In the next challenges, voltage and current are extremely important. To truly understand a circuit, you need to
   DEBUG: 2026-08-12 00:22:25,616:      pdf_renderer.py:  470: printSegment: understand how voltage and current at each point in a circuit change over time.
   DEBUG: 2026-08-12 00:22:25,617:      pdf_renderer.py:  470: printSegment: *
   DEBUG: 2026-08-12 00:22:25,618:      pdf_renderer.py:  470: printSegment: One spin volit is equal to 0.1 newtons.
   DEBUG: 2026-08-12 00:22:25,620:      pdf_renderer.py:  470: printSegment: CHALLENGE 42: MEASURE THE BATTERY
   DEBUG: 2026-08-12 00:22:25,621:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,622:      pdf_renderer.py:  470: printSegment: S VOLTAGE
   DEBUG: 2026-08-12 00:22:25,625:      pdf_renderer.py:  470: printSegment: MEASURE THE VOLTAGE PRODUCED BY THE BATTERY. USE A RESISTOR TO KEEP IT FROM
   DEBUG: 2026-08-12 00:22:25,626:      pdf_renderer.py:  470: printSegment: OVERSHOOTING THE TRUE VOLTAGE.
   DEBUG: 2026-08-12 00:22:25,627:      pdf_renderer.py:  470: printSegment: Hmm...sometimes the capacitor 
   DEBUG: 2026-08-12 00:22:25,628:      pdf_renderer.py:  470: printSegment: gets a little stuck
   DEBUG: 2026-08-12 00:22:25,629:      pdf_renderer.py:  470: printSegment:  and doesn
   DEBUG: 2026-08-12 00:22:25,630:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,631:      pdf_renderer.py:  470: printSegment: t show an 
   DEBUG: 2026-08-12 00:22:25,632:      pdf_renderer.py:  470: printSegment: accurate voltage
   DEBUG: 2026-08-12 00:22:25,633:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-08-12 00:22:25,634:      pdf_renderer.py:  470: printSegment: Aha
   DEBUG: 2026-08-12 00:22:25,634:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:25,636:      pdf_renderer.py:  470: printSegment:  To get the capacitor to show an accurate voltage, give it a little 
   DEBUG: 2026-08-12 00:22:25,636:      pdf_renderer.py:  470: printSegment: tap
   DEBUG: 2026-08-12 00:22:25,637:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-08-12 00:22:25,638:      pdf_renderer.py:  470: printSegment: tap
   DEBUG: 2026-08-12 00:22:25,639:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-08-12 00:22:25,639:      pdf_renderer.py:  470: printSegment: tap
   DEBUG: 2026-08-12 00:22:25,640:      pdf_renderer.py:  470: printSegment:  on top with your finger until it
   DEBUG: 2026-08-12 00:22:25,641:      pdf_renderer.py:  470: printSegment: doesn
   DEBUG: 2026-08-12 00:22:25,641:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,642:      pdf_renderer.py:  470: printSegment: t move anymore.
   DEBUG: 2026-08-12 00:22:25,643:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:25,651:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,660:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//4e2ca0ba-c8a5-4bbd-bb8f-6c9815271f93/markdown_2/imgs/img_in_image_box_208_940_547_1538.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2Fd64e202ecc4581b26e0ab29f785d2d5b85daec2c23d33ba90fbacfccd6cc4928" alt="Image" width="27%" /></div>
   DEBUG: 2026-08-12 00:22:25,662:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,663:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,665:      pdf_renderer.py:  470: printSegment: 1 × 200 Ω
   DEBUG: 2026-08-12 00:22:25,666:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,667:      pdf_renderer.py:  470: printSegment: 1 × Chain
   DEBUG: 2026-08-12 00:22:25,667:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,668:      pdf_renderer.py:  470: printSegment: 1 × Capacitor (0.001 F)
   DEBUG: 2026-08-12 00:22:25,670:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★☆☆☆☆
   DEBUG: 2026-08-12 00:22:25,672:      pdf_renderer.py:  470: printSegment: CHALLENGE 43: NEGATIVE VOLTAGE
   DEBUG: 2026-08-12 00:22:25,673:      pdf_renderer.py:  470: printSegment: THE BATTERY
   DEBUG: 2026-08-12 00:22:25,673:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,679:      pdf_renderer.py:  470: printSegment: S VOLTAGE SHOULD HAVE BEEN ROUGHLY +6 V. NOW BUILD A CIRCUIT THAT
   DEBUG: 2026-08-12 00:22:25,681:      pdf_renderer.py:  470: printSegment: SETS THE VOLTAGE ACROSS THE CAPACITOR C1 TO ROUGHLY -6 V.
   DEBUG: 2026-08-12 00:22:25,682:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:25,690:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,699:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//4e2ca0ba-c8a5-4bbd-bb8f-6c9815271f93/markdown_3/imgs/img_in_image_box_236_929_616_1539.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A33Z%2F-1%2F%2Fff6931c3f5d8cb7990fcb2b486af8a774a47e74e08b3772da9e83095bf9fffaf" alt="Image" width="31%" /></div>
   DEBUG: 2026-08-12 00:22:25,700:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,701:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,702:      pdf_renderer.py:  470: printSegment: 1 × 200 Ω
   DEBUG: 2026-08-12 00:22:25,703:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,704:      pdf_renderer.py:  470: printSegment: 1 × Chain
   DEBUG: 2026-08-12 00:22:25,705:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★☆☆☆
   DEBUG: 2026-08-12 00:22:25,706:      pdf_renderer.py:  470: printSegment: Tutorial 13: Voltage at Junctions
   DEBUG: 2026-08-12 00:22:25,706:      pdf_renderer.py:  470: printSegment: I
   DEBUG: 2026-08-12 00:22:25,707:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,709:      pdf_renderer.py:  470: printSegment: m getting even more comfortable with junctions, especially now that I figured out this little fact: 
   DEBUG: 2026-08-12 00:22:25,711:      pdf_renderer.py:  470: printSegment: The voltages on
   DEBUG: 2026-08-12 00:22:25,713:      pdf_renderer.py:  470: printSegment: the three sprockets of a junction are always equal.
   DEBUG: 2026-08-12 00:22:25,714:      pdf_renderer.py:  470: printSegment:  Always
   DEBUG: 2026-08-12 00:22:25,715:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:25,716:      pdf_renderer.py:  470: printSegment: Start by building this parallel circuit:
   DEBUG: 2026-08-12 00:22:25,726:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,737:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_0/imgs/img_in_image_box_729_378_1039_765.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A31Z%2F-1%2F%2F9543ec647b0c4116c7ee87e11b3cb92460acde8f239c55c96fa5cbb967cce3b3" alt="Image" width="25%" /></div>
   DEBUG: 2026-08-12 00:22:25,739:      pdf_renderer.py:  470: printSegment: The voltage pushing the bottom sprocket is 6 V (from the battery). 
   DEBUG: 2026-08-12 00:22:25,741:      pdf_renderer.py:  470: printSegment: What is the voltage pushing the other two
   DEBUG: 2026-08-12 00:22:25,742:      pdf_renderer.py:  470: printSegment: sprockets?
   DEBUG: 2026-08-12 00:22:25,743:      pdf_renderer.py:  470: printSegment:  Replace each resistor with the voltmeter to find out.
   DEBUG: 2026-08-12 00:22:25,752:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,764:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_0/imgs/img_in_image_box_277_964_556_1315.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A31Z%2F-1%2F%2Fa29682f68fbc054231884c23eeac7c4fd35d6514f58ed561b0134bf7bedd79de" alt="Image" width="22%" /></div>
   DEBUG: 2026-08-12 00:22:25,775:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,784:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_0/imgs/img_in_image_box_713_966_990_1312.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A31Z%2F-1%2F%2Fb5e775364e41038d9ec024ba103e469e042f8027c5bbff3fa9d888f5721533d1" alt="Image" width="22%" /></div>
   DEBUG: 2026-08-12 00:22:25,787:      pdf_renderer.py:  470: printSegment: What do you measure? 6 V, right? It
   DEBUG: 2026-08-12 00:22:25,788:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,792:      pdf_renderer.py:  470: printSegment: s always the same no matter what. The three sprockets of a junction always
   DEBUG: 2026-08-12 00:22:25,793:      pdf_renderer.py:  470: printSegment: push with the same voltage
   DEBUG: 2026-08-12 00:22:25,794:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:25,795:      pdf_renderer.py:  470: printSegment: Wait a second, if the voltage is the same, why does the 500 Ω resistor turn 
   DEBUG: 2026-08-12 00:22:25,796:      pdf_renderer.py:  470: printSegment: twice as fast
   DEBUG: 2026-08-12 00:22:25,797:      pdf_renderer.py:  470: printSegment:  as the 1000 Ω resistor?
   DEBUG: 2026-08-12 00:22:25,807:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,816:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_1/imgs/img_in_image_box_699_195_1003_592.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2F1e58c890a333835c3677f9e6efcabae0bc7ad91ce92282cbb8122463a042867e" alt="Image" width="24%" /></div>
   DEBUG: 2026-08-12 00:22:25,818:      pdf_renderer.py:  470: printSegment: Oh yeah
   DEBUG: 2026-08-12 00:22:25,819:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:25,820:      pdf_renderer.py:  470: printSegment:  It
   DEBUG: 2026-08-12 00:22:25,821:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,822:      pdf_renderer.py:  470: printSegment: s because 
   DEBUG: 2026-08-12 00:22:25,823:      pdf_renderer.py:  470: printSegment: voltage
   DEBUG: 2026-08-12 00:22:25,823:      pdf_renderer.py:  470: printSegment:  is just the amount of 
   DEBUG: 2026-08-12 00:22:25,824:      pdf_renderer.py:  470: printSegment: force
   DEBUG: 2026-08-12 00:22:25,825:      pdf_renderer.py:  470: printSegment:  pushing on the sprockets, not how fast they
   DEBUG: 2026-08-12 00:22:25,826:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,831:      pdf_renderer.py:  470: printSegment: re actually
   DEBUG: 2026-08-12 00:22:25,833:      pdf_renderer.py:  470: printSegment: turning. The voltage on each resistor is the same, but the resistors turn at different speeds.
   DEBUG: 2026-08-12 00:22:25,835:      pdf_renderer.py:  470: printSegment: At a junction, the voltage on each of the three sprockets is always the same, but the current may be different.
   DEBUG: 2026-08-12 00:22:25,837:      pdf_renderer.py:  470: printSegment: CHALLENGE 44: IS THE BATTERY VOLTAGE CONSTANT?
   DEBUG: 2026-08-12 00:22:25,839:      pdf_renderer.py:  470: printSegment: IN THE CIRCUIT BELOW, THE BATTERY SLOWLY DISCHARGES INTO R1. DOES THE BATTERY
   DEBUG: 2026-08-12 00:22:25,840:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,845:      pdf_renderer.py:  470: printSegment: S
   DEBUG: 2026-08-12 00:22:25,847:      pdf_renderer.py:  470: printSegment: VOLTAGE GET WEAKER AS IT DISCHARGES? MODIFY THE CIRCUIT SO THAT YOU CAN MEASURE
   DEBUG: 2026-08-12 00:22:25,848:      pdf_renderer.py:  470: printSegment: THE BATTERY
   DEBUG: 2026-08-12 00:22:25,849:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,850:      pdf_renderer.py:  470: printSegment: S VOLTAGE THE WHOLE TIME IT DISCHARGES.
   DEBUG: 2026-08-12 00:22:25,851:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:25,863:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,875:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_2/imgs/img_in_image_box_138_899_725_1516.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2Ffed0e2b9e3df4160e2b47cb0dd58f5e8bc983131b67b07d7f13cd516fb9a0c8b" alt="Image" width="47%" /></div>
   DEBUG: 2026-08-12 00:22:25,876:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:25,877:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,878:      pdf_renderer.py:  470: printSegment: 2 × Chain
   DEBUG: 2026-08-12 00:22:25,879:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,880:      pdf_renderer.py:  470: printSegment: 1 × Capacitor (0.001 F)
   DEBUG: 2026-08-12 00:22:25,881:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:25,882:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:25,883:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★☆☆☆
   DEBUG: 2026-08-12 00:22:25,884:      pdf_renderer.py:  470: printSegment: Tutorial 14: Voltage in Series Circuits
   DEBUG: 2026-08-12 00:22:25,888:      pdf_renderer.py:  470: printSegment: We already know that in a parallel circuit, the branches all feel the same voltage, but can have different current
   DEBUG: 2026-08-12 00:22:25,890:      pdf_renderer.py:  470: printSegment: running though them.
   DEBUG: 2026-08-12 00:22:25,891:      pdf_renderer.py:  470: printSegment: In a series circuit, it
   DEBUG: 2026-08-12 00:22:25,893:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:25,894:      pdf_renderer.py:  470: printSegment: s the opposite
   DEBUG: 2026-08-12 00:22:25,896:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:25,897:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-08-12 00:22:25,899:      pdf_renderer.py:  470: printSegment: All the parts have the same current, but each part feels a different voltage.
   DEBUG: 2026-08-12 00:22:25,908:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-08-12 00:22:25,910:      pdf_renderer.py:  470: printSegment: For instance, take a look at this circuit - theries a small resistor (200 Ω) and a large resistor (1000 Ω) in series.
   DEBUG: 2026-08-12 00:22:25,920:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:25,930:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//89752177-4ead-46d8-b2ca-5f97ab47c47c/markdown_3/imgs/img_in_image_box_236_610_737_964.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A33Z%2F-1%2F%2F7257a04468ad850ad5906a85328c6d5e5a52a31ad338eb5213e413158da69d44" alt="Image" width="40%" /></div>
   DEBUG: 2026-08-12 00:22:25,933:      pdf_renderer.py:  470: printSegment: The current through R1 is exactly the same as the current through R2. 
   DEBUG: 2026-08-12 00:22:25,934:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:25,936:      pdf_renderer.py:  470: printSegment: How can that be?
